Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badge Personalizada (product.metafields.corneta.custom_tag),Badge personalizada cor (product.metafields.corneta.custom_tag_color),Subtítulo do produto (product.metafields.corneta.product_subtitle),Versões - Produtos (product.metafields.corneta.product_versions),Ocultar produto - Redirecionamento (product.metafields.corneta.redirect_product),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ocultar produto - Busca & SEO (product.metafields.seo.hidden),Grupo de idade (product.metafields.shopify.age-group),Cor (product.metafields.shopify.color-pattern),Tamanho (product.metafields.shopify.size),Tipo de comprimento da manga (product.metafields.shopify.sleeve-length-type),Gênero alvo (product.metafields.shopify.target-gender),Tipo de comprimento do top (product.metafields.shopify.top-length-type),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsionamentos de produtos na pesquisa (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
combo-faz-ou-bebe-infinito,Combo Faz ou Bebe Infinito,"<p><span>Combo Faz ou Bebe Original + Expansão Errou, Bebeu + Expansão Pesadão – O match perfeito pro seu grupo de amigos apocalípticos 😉</span></p>
<p><strong>Contém:</strong></p>
<p>1x Faz ou Bebe Original</p>
<p>1x Faz ou Bebe Pesadão</p>
<p>1x Faz ou Bebe Errou, Bebeu</p>",Corneta Jogos,Arts & Entertainment > Party & Celebration > Party Supplies > Drinking Games,combo,combo,true,Title,Default Title,,,,,,,,C1012,0.0,shopify,continue,manual,219.90,299.90,true,false,,,,,Não se aplica,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/caixa-nova.png?v=1730982278,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
combo-faz-ou-bebe-infinito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/angulada-frente-amarela.png?v=1756119749,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-faz-ou-bebe-infinito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1.webp?v=1756119749,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-faz-ou-bebe-infinito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_d2cfb7e0-2f37-4e6f-81de-3bf000f6889b.png?v=1756119749,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-faz-ou-bebe-infinito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/5_1c8a2e2d-4f77-4b15-9b71-f25f096c5ead.webp?v=1754922829,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo-faz-ou-bebe-infinito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/7_b7712da8-0650-4f93-87e7-f900f733790d.png?v=1754922916,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adultos-em-acao,Adultos em Ação - 200 mímicas para você rir sem parar,"<p><span class=""NormalTextRun SCXW5049600 BCX0"">🎭 <strong>Diversão infinita:</strong> Adultos em Ação é um emocionante jogo de cartas dividido em equipes, onde cada jogador tem o</span><span class=""NormalTextRun SCXW5049600 BCX0""><span> </span>desafio de<span> </span></span><span class=""NormalTextRun SCXW5049600 BCX0"">fazer mímica<span> </span></span><span class=""NormalTextRun SCXW5049600 BCX0"">sem usar palavras ou objetos</span></p>
<p><span class=""TextRun SCXW250839569 BCX0"" lang=""PT-BR"" data-contrast=""auto"" xml:lang=""PT-BR""><span class=""NormalTextRun SCXW250839569 BCX0"">🎉 <strong>Risadas e Conexão:</strong> Perfeito para quebrar o gelo e unir as pessoas, este jogo garante uma noite cheia de energia e amizade.”</span></span></p>
<p><span class=""TextRun SCXW124255176 BCX0"" lang=""PT-BR"" data-contrast=""auto"" xml:lang=""PT-BR""><span class=""NormalTextRun SCXW124255176 BCX0"">✨<strong>Perfeito para Qualquer Ocasião:</strong> Seja uma festa de aniversário, um encontro casual ou uma reunião de família, Adultos em Ação é a escolha certa para animar<span> </span></span><span class=""NormalTextRun SCXW124255176 BCX0"">seus momentos de lazer</span><span class=""NormalTextRun SCXW124255176 BCX0"">.</span></span></p>",Corneta Jogos,Arts & Entertainment > Party & Celebration > Party Supplies > Party Games,"","familia, festa, high ticket",true,Title,Default Title,,,,,,,,'19001,480.0,shopify,continue,manual,169.90,,true,false,,,,,'7898973480065,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/f_webp_q_90_s_1000x1000_https___checkout.soucorneta.com.br_wp-content_uploads_2024_04_6e3fc80b-fea1-4a45-ab8d-742dcb7124fe.webp?v=1756119749,1,"",false,,,,,,,,,,,,,,MAIS VENDIDO🔥,Preto,O único jogo de mímica +18 do Brasil,,,,,,,,,,,,,,,,kg,,15.91,active
adultos-em-acao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/5_858bf48c-c09a-4b8a-b453-8a1786616a42.webp?v=1736369971,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adultos-em-acao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/8_b6f67032-5889-4153-8c3f-41b6f5a68f84.png?v=1754922762,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adultos-em-acao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/2_f9a1f41c-7c25-4e67-8832-0dea8e539d77.png?v=1754922762,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adultos-em-acao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/10_a556d0bb-5a72-4b2a-8fa0-5f12c261cff2.png?v=1754922762,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adultos-em-acao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/10_d05595c6-2421-42d3-93ce-bf91c7dbb7da.webp?v=1754922762,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adultos-em-acao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/6_969abe76-493c-4acb-9094-6e59e31e799d.webp?v=1754922762,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adultos-em-acao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/7_f03b1b53-65e9-4b62-9d8e-f6163dca46df.webp?v=1754922762,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adultos-em-acao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/8_1c988753-f9cf-481d-b372-4a3b4279c25f.webp?v=1754922762,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adultos-em-acao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/9_4fb03ca0-5836-4c19-a9d5-11abeff917fc.webp?v=1754922762,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jogo-faz-ou-bebe-errou-bebeu,Jogo Faz ou Bebe Errou Bebeu,"<p><span>Uma pergunta, 4 possibilidades e apenas 1 resposta correta! Faz ou Bebe Errou, Bebeu, 100 novas cartas para o conjunto básico do Faz ou Bebe Original.</span></p>
<p>😆<strong> Diversão garantida: </strong>Perguntas hilárias e desafios inesperados que vão garantir risadas e diversão a noite toda.</p>
<p>📸 <strong>Momentos inesquecíveis: </strong>Capture momentos hilários e compartilhe as histórias por muito tempo depois que o jogo terminar.</p>
<p>🍻 <strong>Noites memoráveis: </strong>Crie memórias inesquecíveis com desafios que vão tornar cada jogo único e especial.</p>
<div class=""text-center"" data-v-4645d452=""""></div>",Corneta Jogos,Arts & Entertainment > Party & Celebration > Party Supplies > Drinking Games,"","drinking, festa",true,Title,Default Title,,,,,,,,'10005,160.0,shopify,continue,manual,79.90,,true,false,,,,,'7898973480010,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/1_f6e67ba2-8b15-40a7-b8cb-001e9b699090.png?v=1732038435,1,"",false,,,,,,,,,,,,,,,,Errou a resposta? Bebe na hora,,,,,,,,,,,,,,,,kg,,11.94,active
jogo-faz-ou-bebe-errou-bebeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/8.png?v=1727382308,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jogo-faz-ou-bebe-errou-bebeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/10.png?v=1754922916,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jogo-faz-ou-bebe-errou-bebeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/3_ce4449d8-c92b-4a58-b0bd-1bd17eff9f9e.png?v=1754922916,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jogo-faz-ou-bebe-errou-bebeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/5.png?v=1754922916,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jogo-faz-ou-bebe-errou-bebeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/6_ac16376b-9b9e-4ce2-bf6c-f16dd53e637d.png?v=1754922916,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jogo-faz-ou-bebe-errou-bebeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/7_b7712da8-0650-4f93-87e7-f900f733790d.png?v=1754922916,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beer-pong,Beer Pong,"<p><span class=""NormalTextRun SCXW81007510 BCX0"">🥤 O<span> </span></span><span class=""NormalTextRun SpellingErrorV2Themed SCXW81007510 BCX0"">Beer</span><span class=""NormalTextRun SCXW81007510 BCX0""><span> </span>Pong é um jogo dinâmico e empolgante, perfeito para animar qualquer tipo de festa ou reunião social</span></p>
<p><span class=""NormalTextRun SCXW81007510 BCX0"">🍺 O design do jogo e dos equipamentos é inspirado na vibrante cultura das festas universitárias americanas, prometendo não apenas diversão, mas também um toque de estilo para seu evento.</span></p>
<p><span class=""NormalTextRun SCXW81007510 BCX0""><span>🎊Transforme qualquer rolê em uma competição épica. Fácil de montar e super divertido, o Beer Pong vai ser a estrela das suas festas.</span></span></p>",Corneta Jogos,Arts & Entertainment > Party & Celebration > Party Supplies > Party Games,"","drinking, festa",true,Title,Default Title,,,,,,,,'21001,480.0,,deny,manual,49.90,0.00,true,false,,,,,'7898973480058,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/95c7a743a165e7aa9a276131726cae93.png?v=1727380720,1,"",false,,,,,,,,,,,,,,,,O jogo mais clássico dos filmes Americanos,,,,,,,,,,,,,,,,kg,,10.15,active
beer-pong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/2.png?v=1727380682,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beer-pong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/5_e7e499f1-4580-4513-8857-47d4aed06a45.png?v=1753703974,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beer-pong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/9_8eb01d9f-47dd-479b-a50b-c67f9360d6b5.png?v=1753703974,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beer-pong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/7_84591f3b-85d6-4f12-83ae-348097ef0e59.png?v=1753703974,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beer-pong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/8_ee6779ee-f8b3-4ca0-9cf3-641dbb5c6cc0.png?v=1753703974,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beer-pong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/6_1e414531-79f6-4e00-99e0-b82fee335e6a.png?v=1753703974,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batalha-flip-cup,Batalha Flip Cup,"<div data-v-4645d452="""" class=""text-center"">
<p><span>Batalha Flip Cup é uma competição empolgante e fácil de jogar entre 2-4 jogadores, e é ideal para animar encontros entre amigos.</span></p>
<p>🤣<strong>Momentos Divertidos:</strong> Não seja o perdedor da rodada, acertando o flip do copo antes dos amigos.</p>
<p>🎉<strong>Interação Intensa:</strong> Promove competição acirrada e muita interação entre os jogadores.</p>
<p>💥<strong>Momentos de Adrenalina:</strong> Sinta a adrenalina ao acertar o flip do copo e vencer a rodada.</p>
</div>",Corneta Jogos,Arts & Entertainment > Party & Celebration > Party Supplies > Party Games,"","drinking, festa",true,Title,Default Title,,,,,,,,'17001,180.0,shopify,continue,manual,59.90,,true,false,,,,,'7898498481240,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/4.png?v=1756119749,1,"",false,,,,,,,,,,,,,,,,"Competição de reflexo, copos e muita zoeira",,,,,,,,,,,,,,,,kg,,6.29,active
batalha-flip-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/6.png?v=1727380453,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batalha-flip-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/7.png?v=1727380453,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batalha-flip-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/9.webp?v=1727380521,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batalha-flip-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/10.webp?v=1727380532,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batalha-flip-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/11.webp?v=1727380533,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batalha-flip-cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0656/8620/8683/files/10_ad75cb98-3bd2-4e07-837a-9921ce905870.png?v=1753704000,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
